Title,Author,Date,Content
Pt1b ccRCC in Nov 23 & (pre-existing) Thyroid nodule,Michael7,2024-09-22T17:02:17+00:00,"My father underwent a partial nephrectomy last November. The pathology report showed a pT1b Fuhrmangrade II tumor, measuring 4.2 cm. Right after surgery, another CT scan of the abdomen and thorax was done (also before surgery; everything clear with just a small 4 mm lung nodule), and the radiologist noted a 15 mm hypodense lesion in the thyroid but didn’t give much additional information. From what I’ve read, CT imaging doesn’t provide much insight into thyroid nodules and I'm getting more and more crazy as I go down every rabbit hole as a researcher myself.Recently, my father asked our family doctor to take another look using ultrasound, and he found 1-2 hypoechoic nodules (likely cold nodules), which supposedly haven’t changed in size. He suggested I see an endocrinologist for further tests, such as a scintigraphy.Now, after googling, of course, I came across all the worst-case scenarios, including the rare cases of RCCclear cell metastasis to the thyroid. From what I’ve seen, this happens after a significant delay, sometimes even 10 years post-surgery, and only a few hundred cases have been documented.What concerns me is that studies highlight how difficult it is to diagnose these thyroid metastases in patients with a non-thyroid cancer history—especially RCC, which apparently makes up 50% of the rare thyroid metastasis cases. Even biopsies can be misleading.Has anyone here experienced something similar or also have (cold) nodules ? I’ve seen cases online where doctors aren’t immediately worried and just keep monitoring the nodules. However, studies also emphasize that someone with a history of RCC should always be checked thoroughly for metastasis and I'm afraid of misdiagnosis. Even afraid that Pt1b is in doubt.Example for a study:

        https://jmedicalcasereports.biomedcentral.com/articles/10.1186/1752-1947-7-265"
Hello,juparoni,2024-08-23T17:45:35+00:00,"In January of 2024 I was in an automobile accident.  I had a broken back, and my tumor was an incidental find while they did an MRI on my right kidney, and was 1.25 CM. 
I had to heal from my broken back before beginning this journey.In my surgical evaluation in My, the tumor had grown to 4 CM.The plan was for a partial nephrectomy via robotic surgery at the end of July.My surgery had to postponed to August 7th. So after I got out of surgery, and in my post op follow up I learned that the tumor had grown to 7CM from May until then, and they had to do a full nephrectomy.I compartmentalized the emotions, and now find myself on a rollercoaster of emotions.My dr said that my odds are favorable for this to not reoccur, but I know that it is possible.I don’t know how to emotionally process any of this.How did you move through the emotional aspects of having Cancer.I feel really scared."
Strong in Faith yet still falling apart...,MjM777,2024-09-19T04:22:37+00:00,"Falling apart but faith is strong. Having a hard time accepting the ""5 year"" survival rate diagnosis of my dear loved one, He was diagnosed with Kidney cancer and after removal of kidney tehy found at his next scan it has spread to his lungs (was found quickly) but already on both lungs. So far he just finished is 3rd round of Chemo last friday and 4th round and scans will be on his bday on Oct 4th. My faith knows that he can be healed and the healing has already begun... just wanting to hear a few positive outcomes or stories of over 5 year survivals or Maricals and prayers... because the last thing I should do is google this horrible prognosis. looking for more strength and positive stories. Forever is not long enough for this amazing person. Many prayers and blessings to all in this group."
Hypoechoic Kidney Lesion,rwomack00,2024-09-12T20:50:43+00:00,"Hi everyone,A little background info about myself, I’m 31 years old. I started having upper and mid right abdominal pain last October so I’ve been seeing a gastro fairly regularly to find a cause to my pain. A month ago, I went for ovary pain and my gyno requested an ultrasound. Lo and behold they found this lesion on my right kidney. It is a 2.1 x 2.4 x 2.6 hypoechoic lesion with no calcification. I was told not to worry that it could be a cyst but I was being referred to a nephrologist who was going to perform further testing. My appointment isn’t until the end of October but I’ve stressed myself out by doing my own research. Apparently, only 20-30% of these solid masses are benign. I know I don’t have concrete info due to not speaking with the doctor but I’m scared. I feel like my pain may not have been gastro after all. Has anyone else had anything similar? What questions should I bring up at my appointment?"
"Keytruda, ChRCC, pT3a, pNO(0/8), LO, V1, RO, two doctors, two opposing recommendations",Tumourhumour,2023-10-28T18:56:22+00:00,"Hi everyone,I need help making a decision.The tumourboards recommendation: one year Keytruda on account of my young age, size of tumour, a lack of studies showing no/negative impact of Keytruda on ChRCC and Keytruda being the only available adjuvant treatment.The oncologists recommendation: no therapy with Keytruda on account of a lack of studies showing a positive impact of Keytruda on ChRCC and possible side effects. What do I do?I know ChRCC is rare, I know of all available studies, I understand where both recommendations come from, I understand possible risks and side effects but I am neither an oncologist nor a member of a tumourboard so how am I expected to make an informed and life-changing decision?  I don't know what to do."
Kidney confusion,dmaikui,2024-06-21T17:57:28+00:00,So will they just do another scan in 6 months do you think? Thank you
Keytruda immunotherapy,ktrett03,2024-02-25T21:04:13+00:00,Has anyone had experience with Keytruda infusions? My first infusion is this Friday. Any tips on what to bring/expect? My regimen is planned for every 3 weeks for a year currently.
New here and scared,klarsen316a,2024-06-26T20:54:07+00:00,"Hello, my name is Kim and I was very recently diagnosed with stage 4 kidney cancer.  I have a 12cm mass on my right kidney.  I donated my left kidney to my sister back in 2003 (she’s still doing great!).  They also found nodules on both lungs but they didn’t light up on the PET scan.  I will be going for an educational class regarding treatment.  They are giving me Inlyta 5 mg twice per day and immunotherapy, I believe no-weekly.  I haven’t started yet.  I also have my biopsy on the kidney on 7/8/24.  I’m very nervous and scared.  But I also am being positive.  I live alone with my dog, but I do have friends close by and my sister is about an hour away.  My son lives in Virginia so he’s very worried about me as well and wants me to go live with him and his family…. I guess I take this day by day and see how it goes."
Advice On Home Medical Equipment Required For Recovery,sunnyboy,2024-08-13T15:20:01+00:00,Hello all you courageous and fierce cancer fighters. My elderly father is going in for a radical nephrectomy and I’m taking time off to care for him after he is released from the hospital.My question is what home medical equipment would you recommend I purchase to make the recovery slightly more comfortable? Things I’m considering :Bed rail for grabbing onto to help get up out of bedwalkertoilet seat safety bars for easier lowering onto seat shower chair flexible shower head for hand held rinsing in showerMany thanks in advance.
"""Translocation"" RCC",RandaLeigh,2014-04-04T17:11:41+00:00,"I received a phone call from my Drs office this week stating thet were performing more tests and stains on the mass they removed from my kidney. Originally I was told it was clear cell now they are saying it may be ""translocation."" type. This has me very worried based on what I've read about this type of cancer. Anyone ever dealt with this?"
"Ultrasound shows one thing, CT scan does not.",Ann24,2022-01-31T04:01:48+00:00,"I had a ultrasound that showed a 2 CM mass  on my left kidney suspicious of neoplasm. My doctor called and told me it looked highly suspicious for kidney cancer and she would refer me to a surgeon, but first I needed a CT. I had a CT with contrast and is showed no mass on my left kidney. Which is great news, but is a CT always right? I have a history of Kidney cancer in my family and my husband had cancer so I don't take it lightly. I don't know if this is something I should still follow or just forget. I called my doctor, but have not heard from her in almost a week."
How to overcome fear of losing your spouse?,gauchayshunk,2023-09-23T17:31:07+00:00,"Hi, kidney cancer family. My wife's story is a unique one. She found out about her kidney cancer in May of this year and by July she had a full nephrectomy of her right kidney.  After analyzing the stage 3 tumor, the surgeon said there is no evidence of spread and that they were able to completely remove the cancer. He gives her a less than 10% chance of recurrence.   So from the time we knew about the cancer to the time there is no cancer is less than two months.  But those two months were hell on earth, and I spent the whole time wondering if I was going to lose my soulmate, the mother of my 3 sons, and be left alone to keep our family moving forward.All signs now indicate that the chances of that are very small. But I can't get my brain and my heart to believe it. I am still constantly worried that my wife is going to die, and it is causing me major anxiety. I have been in to see a therapist, which has definitely been helping. But I'd like to hear from others that have gone through what I'm going through. How do you get past the anxiety of wondering if your spouse is going to die, even when it's no longer likely? My brain says that since there is a chance it will come back, that it's likely going to happen.I am desperate for any help and solace. I can't be the husband my wife needs and the father my sons need if I'm constantly anxious about my future.Thank you."
New Here - what comes next...,Matt06870,2024-08-05T15:38:08+00:00,"Hi, I have been reading and just wanted to say hello. 5 years ago the urologist found ""something"" on my kidney. The oncologist reviewed and said its quite small, no interference with kidney function lets monitor. Fast forward to March 2024 my MRI came back with 3cm Clear Cell Renal Carcinoma. Of course this stopped me on a dime. There was no evidence that it had spread (thankfully). July 1 of 2024 under went a Robotic assisted partial nephrectomy. According to the pathology reports they got it all. The challenge(s) I am facing are post surgery. Nobody knew that I had cancer. I went into the hospital on Monday of a holiday week, walked out on Wed apparently cancer free as though nothing happened… nothing changed. In reality everything has changed  - I am still recovering internally, not to mention the mood swings from March - until  July were off the chart from depression to thankful it was caught. Post July 1 my entire life changed, but to those around me, family, work etc, it's  just another day. Much like going to the dentist or something. I can't seem to  focus on anything, I'm irritable and just feel like screaming ""do you have any idea what I have and am going through?"" but what I'm going through is mental, not physical so the understanding from my community isn't there. I'm expected to be the same person - I'm not - has anyone else gone through something similar?and yes - before recommending - I do have a therapist who has been with me from the beginning. Appreciate any input/assistance Matt"
cryoablation for RCC kidney cancer,candoredo,2011-05-18T10:49:00+00:00,"Does anyone know or had Cryoablation for RCC Kidney cancer on tumors smaller than 4 cm, in Texas.  This is my second one in 3 years they removed the first one open type surgery. but my health isnt as good now as it was then. I understand that this is a better option for me. I would appreciate other views on this."
Just looking for support. Anxiety level = 1000,monnocco,2024-01-29T16:13:15+00:00,"I'm a 44 year old male. I was in Argentina (my home country) on vacation and the last day I had a horrible pain on my lower back. I went to the ER d after an all day stay and lots of meds, they told me they found kidney stones. The ER doctor seriously recommended seeing an Urologist when I return to the US because there were two ""cysts"" on my kidney (one in each 3.7cm on the right, and 2.5cm on the left). My urologist considered it an ""incidental finding"". A couple months later (Sept 2023) I had a partial Nephrectomy on my right kidney with a ""clear margin"" result. I was so happy! No chemo or anything else needed.But the follow up visit (in two weeks) is to see the left kidney's ""cyst"". The doctor thinks it has a blood supply and most likely will have to be removed.I do not have children, but I am married, and I keep thinking I am going to die. I keep having anxiety and I keep finding myself fighting fears all day long. I've been going to therapy for a couple of years for other issues and she is amazing, but I feel like that is not helping me with this. I have the need to talk to other people who have been thru the same thing or similar.I am actively looking for a cancer support group in person, but it is hard to find. I live in Jersey City, NJ, but they seem to be far from me. Weird.Reading some of your stories and concerns makes me feel understood.#F-Cancer!"
3 years NED,Tobi,2024-06-19T18:25:00+00:00,"Haven't checked in for a bit, but I wanted to update everyone. Just had my 3 yr check up and NED. I am not expecting it to come back as it was stage 1a and grade 1, but it still feels good to hear him say what we were expecting. The doc has kicked me out to yearly visits instead of 6mo and life continues. I just want to say to any new person who may read this. The beginning is scary as hell. I am not going to lie it was hands down one of the worst periods of my life. My best advice is try to keep the stress at bay, it makes it easier to focus on what you need to do and what the doctor is telling you. I had the worst time putting my emotional brain aside so I could focus on my logical brain. It's odd but it all seems so far away now. Anyways, still going strong and I should be kicked out by my doc around 5 yrs, so just going to keep plodding along!"
I am a 35 year wilms tumor survivor,joseph38,2004-02-15T22:11:08+00:00,"Hello Folks, I am a 35 year wilms tumor survivor. I had my left kidney taken out when I was 2 1/2 years old. On Tuesday of I will be 38 years old. I am doing great. Would like to know if there are any other wilms tumor survivor here. Thankyou"
New to group,Thomasian,2023-12-22T16:58:27+00:00,"I’m Nancy from Chicago. A 2cm solid mass was found on my kidney by CT scan, incidentally. During the past 6 months my creatine has increased to 1.3 and my GFR to 47 with trace protein in my urine. We were keeping an eye on it. I have a history of Hurtle Cell Carcinoma of the thyroid 5 years ago with my thyroid being completely removed. I’m guessing that this would be a secondary cancer. I am assuming that this is cancer, with the question of how serious. I have an appointment with a Urologist in a month. Thoughts?"
Lung Nodules after RCC,kelse002,2024-04-17T17:23:36+00:00,"Hello -  i had a 10 CM tumor removed in 2008 that was clear cell renal carcinoma, pathology put as grade 1.  In 2021 i had a recurrence in my right solitary kidney of 2 tumors that were noted as grade 3.  I have been doing my followup scans with NED but a recent CT for a pain i was having now shows a 6.5mm nodule in my lung as well as ""few"" other small nodules 2/3 mm in size.  I am seeing pulmonary tomorrow but wondering if i should ask for biopsy or PET scan?  Does anyone have advice in this space?"
Just diagnosed,Thomasian,2024-06-20T12:51:12+00:00,"Hello all,TI have just been diagnosed with kidney cancer. My chest CT is on Friday. The following is the MRI results. My doctor said that it is clear cell cancer.KIDNEYS: There is a partially exophytic mass arising from the medial aspect of the upper pole of the left kidney and is well-circumscribed. It measures 4.3 x 4.2 x 4.2 cm. Relatively heterogeneous enhancement is seen within this lesion. There is notable T2 hyperintense signal within the central and caudal portions of this mass. No intrinsic T1 signal is noted.CONCLUSION: Partially exophytic mass arising from the upper pole left kidney, as described and is very suspicious for renal cell carcinoma with superimposed areas of necrosis/cystic change. No renal vein invasion. No retroperitoneal adenopathy by size criteria.Any thoughts? Has anyone had necrosis?Thanks so much,Nancy"
